gene,ï..sample,logFC,cell_line,E2_status,hgnc_symbol
84952,Brain.4,2.949669734,MCF7,E2,CGNL1
84953,Bone.4,3.454005931,MCF7,E2,MICAL2
84954,Brain.2,3.545540079,ZR751,ED,MPND
84976,Brain.2,2.72961839,ZR751,ED,DISP1
84985,Bone.3,2.956438923,MCF7,E2,FAM83A
85025,Bone.3,3.282403735,MCF7,E2,TMEM60
85320,Brain.3,5.423836207,ZR751,ED,ABCC11
85359,Bone.3,2.716128246,MCF7,E2,DGCR6L
85379,Brain.3,-4.680605673,ZR751,ED,KIAA1671
85403,Bone.4,-3.434552434,MCF7,E2,EAF1
85407,Bone.5,5.600404018,MCF7,ED,NKD1
85441,Bone.3,-5.091369197,MCF7,E2,HELZ2
85456,Brain.2,-3.502958785,ZR751,ED,TNKS1BP1
85457,Brain.1,-3.600860529,ZR751,ED,CIPC
89765,Bone.3,4.676280006,MCF7,E2,RSPH1
89876,Kidney.1,2.875299041,MCF7,E2,CFAP91
89927,Adrenal.3,-2.75650886,MCF7,E2,BMERB1
89944,Brain.3,2.767202096,ZR751,ED,GLB1L2
89953,Bone.3,2.732264564,MCF7,E2,KLC4
90102,Brain.4,2.8931692,MCF7,E2,PHLDB2
90288,Adrenal.2,3.223642374,MCF7,E2,EFCAB12
90390,Bone.3,3.415088561,MCF7,E2,MED30
90410,Bone.4,3.043400076,MCF7,E2,IFT20
90411,Brain.1,-3.782152785,ZR751,ED,MCFD2
90423,Brain.2,4.409208573,ZR751,ED,ATP6V1E2
90480,Brain.1,2.690825964,ZR751,ED,GADD45GIP1
90550,Bone.3,-3.697339993,MCF7,E2,MCU
90557,Brain.3,3.379887915,ZR751,ED,CCDC74A
90580,Bone.4,3.019323699,MCF7,E2,TIMM29
90632,Kidney.1,3.623419162,MCF7,E2,PDE10A
90632,Bone.4,4.722601641,MCF7,E2,PDE10A
90637,Bone.4,2.76181941,MCF7,E2,ZFAND2A
90649,Brain.4,3.527510734,MCF7,E2,ZNF486
90693,Bone.4,3.702042796,MCF7,E2,CCDC126
90853,Brain.1,2.695107508,ZR751,ED,SPOCD1
90993,Adrenal.1,3.061303069,MCF7,E2,CREB3L1
90993,Bone.3,3.652037094,MCF7,E2,CREB3L1
91010,Brain.1,-4.320426587,ZR751,ED,FMNL3
91120,Bone.2,3.257702195,MCF7,E2,ZNF682
91137,Brain.1,-4.364610567,ZR751,ED,SLC25A46
91147,Bone.2,2.76322286,MCF7,E2,TMEM67
91151,Bone.3,2.673615475,MCF7,E2,TIGD7
91156,Bone.6,-3.167421575,ZR751,ED,IGFN1
91179,Bone.1,3.508685833,MCF7,E2,SCARF2
91179,Brain.1,4.405596673,ZR751,ED,SCARF2
91419,Bone.2,4.898037364,MCF7,E2,ATP23
91584,Bone.6,-2.791359051,ZR751,ED,PLXNA4
91661,Bone.1,-3.11689419,MCF7,E2,ZNF765
91750,Bone.4,3.0325521,MCF7,E2,LIN52
91869,Bone.3,-3.967183529,MCF7,E2,RFT1
91869,Bone.1,-3.654321908,MCF7,E2,RFT1
92104,Bone.2,4.258174717,MCF7,E2,TTC30A
92105,Bone.1,-3.372572213,MCF7,E2,INTS4
92140,Brain.3,-3.058246849,ZR751,ED,MTDH
92154,Bone.4,-3.434552434,MCF7,E2,MTSS2
92181,Brain.2,3.181841865,ZR751,ED,UBTD2
92255,Brain.3,2.714296632,ZR751,ED,LMBRD2
92335,Bone.3,-2.86796786,MCF7,E2,STRADA
92335,Kidney.1,-3.164794953,MCF7,E2,STRADA
92340,Kidney.1,4.364542094,MCF7,E2,PRR29
92370,Brain.4,-3.06722767,MCF7,E2,PXYLP1
92558,Brain.1,-2.98945908,ZR751,ED,BICDL1
92558,Brain.3,-3.169381355,ZR751,ED,BICDL1
92689,Bone.3,2.583259986,MCF7,E2,FAM114A1
92749,Kidney.1,4.663880211,MCF7,E2,DRC1
92749,Adrenal.2,3.935285702,MCF7,E2,DRC1
92799,Brain.3,2.814757429,ZR751,ED,SHKBP1
92815,Bone.5,11.47047076,MCF7,ED,H2AW
92815,Bone.3,3.655071613,MCF7,E2,H2AW
92906,Bone.3,-3.349131361,MCF7,E2,HNRNPLL
92935,Bone.2,3.446734612,MCF7,E2,MARS2
93034,Bone.4,4.273294793,MCF7,E2,NT5C1B
93035,Adrenal.3,2.597802635,MCF7,E2,PKHD1L1
93035,Adrenal.2,3.031395492,MCF7,E2,PKHD1L1
93035,Adrenal.1,4.476226161,MCF7,E2,PKHD1L1
93035,Brain.1,-4.083853046,ZR751,ED,PKHD1L1
93129,Bone.4,3.729494274,MCF7,E2,ORAI3
93164,Bone.4,4.230521034,MCF7,E2,HTR7P1
93210,Bone.3,4.120634188,MCF7,E2,PGAP3
93380,Brain.2,2.744032298,ZR751,ED,MMGT1
93589,Bone.2,5.752248145,MCF7,E2,CACNA2D4
93611,Bone.4,4.722835208,MCF7,E2,FBXO44
93653,Brain.1,3.88521538,ZR751,ED,ST7-AS1
93655,Bone.4,3.678663101,MCF7,E2,ST7
93664,Bone.4,-3.619646703,MCF7,E2,CADPS2
94005,Bone.3,-3.035364863,MCF7,E2,PIGS
94025,Brain.3,-5.80982423,ZR751,ED,MUC16
94025,Bone.6,-4.653586777,ZR751,ED,MUC16
94101,Brain.2,3.557537509,ZR751,ED,ORMDL1
94104,Bone.5,5.410928838,MCF7,ED,PAXBP1
94121,Adrenal.1,3.06743385,MCF7,E2,SYTL4
94160,Bone.6,-2.760574715,ZR751,ED,ABCC12
112399,Adrenal.3,-2.899511953,MCF7,E2,EGLN3
112479,Brain.1,-3.035841045,ZR751,ED,ERI2
112611,Kidney.1,3.309437946,MCF7,E2,RWDD2A
113026,Bone.3,-3.133999652,MCF7,E2,PLCD3
113146,Adrenal.3,-2.93006512,MCF7,E2,AHNAK2
113146,Bone.6,-2.784033189,ZR751,ED,AHNAK2
113230,Brain.4,-3.210181994,MCF7,E2,MISP3
113235,Brain.2,3.731950259,ZR751,ED,SLC46A1
114112,Brain.1,3.613876274,ZR751,ED,TXNRD3
114599,Brain.2,-5.807755173,ZR751,ED,SNORD15B
114609,Brain.3,3.937790657,ZR751,ED,TIRAP
114757,Brain.1,3.190299205,ZR751,ED,CYGB
114780,Adrenal.3,3.514262588,MCF7,E2,PKD1L2
114780,Adrenal.2,3.165561659,MCF7,E2,PKD1L2
114788,Bone.6,-3.222969263,ZR751,ED,CSMD3
114794,Brain.3,4.368468592,ZR751,ED,ELFN2
114794,Brain.3,4.368468592,ZR751,ED,
114818,Bone.1,2.729693128,MCF7,E2,KLHL29
114825,Brain.2,3.285727035,ZR751,ED,PWWP2A
114884,Kidney.1,-3.794082091,MCF7,E2,OSBPL10
114905,Bone.4,4.125081731,MCF7,E2,C1QTNF7
114926,Bone.3,2.772217066,MCF7,E2,SMIM19
114991,Bone.3,-2.982973789,MCF7,E2,ZNF618
115548,Bone.2,2.630840673,MCF7,E2,FCHO2
115560,Brain.1,3.087100425,ZR751,ED,ZNF501
115572,Bone.3,3.464388696,MCF7,E2,TENT5B
115811,Kidney.1,2.77774638,MCF7,E2,IQCD
115825,Bone.4,3.164768216,MCF7,E2,WDFY2
115948,Brain.3,3.369153412,ZR751,ED,CCDC151
115950,Brain.2,6.37139198,ZR751,ED,ZNF653
116039,Bone.3,-3.838561571,MCF7,E2,OSR2
116224,Bone.4,4.567348067,MCF7,E2,FAM122A
116238,Bone.3,3.069088037,MCF7,E2,TLCD1
116412,Brain.2,4.763155733,ZR751,ED,ZNF837
116447,Bone.3,-3.631317668,MCF7,E2,TOP1MT
116496,Bone.3,3.592698011,MCF7,E2,NIBAN1
116828,Brain.1,-3.541101743,ZR751,ED,N4BP2L2-IT2
116841,Brain.1,-3.832876008,ZR751,ED,SNAP47
116983,Brain.1,-3.782152785,ZR751,ED,ACAP3
116984,Kidney.1,-3.466069384,MCF7,E2,ARAP2
117145,Bone.6,-2.856425945,ZR751,ED,THEM4
117154,Adrenal.1,-3.330524852,MCF7,E2,DACH2
117154,Kidney.1,3.706670632,MCF7,E2,DACH2
117177,Brain.3,-5.383025023,ZR751,ED,RAB3IP
117247,Brain.3,3.254046182,ZR751,ED,SLC16A10
118430,Bone.3,6.449591459,MCF7,E2,MUCL1
118430,Adrenal.2,3.701388661,MCF7,E2,MUCL1
118672,Brain.1,4.081008284,ZR751,ED,PSTK
118881,Bone.4,3.454005931,MCF7,E2,COMTD1
120526,Bone.2,3.388220805,MCF7,E2,DNAJC24
120534,Bone.4,2.713299436,MCF7,E2,ARL14EP
120863,Brain.1,4.628644736,ZR751,ED,DEPDC4
121006,Bone.6,-3.022550265,ZR751,ED,FAM186A
121274,Bone.3,-3.909240743,MCF7,E2,ZNF641
121441,Bone.3,-3.09292985,MCF7,E2,NEDD1
121952,Brain.1,3.846707277,ZR751,ED,METTL21EP
122042,Brain.3,5.151565059,ZR751,ED,RXFP2
122622,Kidney.1,2.869550428,MCF7,E2,ADSS1
122704,Bone.3,-3.674332174,MCF7,E2,MRPL52
122809,Bone.4,-3.828894132,MCF7,E2,SOCS4
122945,Brain.3,3.475751408,ZR751,ED,NOXRED1
123283,Brain.1,3.218372578,ZR751,ED,TARS3
123720,Bone.4,3.077611542,MCF7,E2,WHAMM
123872,Kidney.1,2.742050175,MCF7,E2,DNAAF1
124044,Brain.2,5.318537642,ZR751,ED,SPATA2L
124274,Adrenal.3,2.897685688,MCF7,E2,GPR139
124454,Kidney.1,-3.731328287,MCF7,E2,EARS2
124540,Bone.2,-4.251368954,MCF7,E2,MSI2
124808,Brain.2,3.131543866,ZR751,ED,CCDC43
124923,Bone.4,2.748089274,MCF7,E2,RSKR
124923,Bone.2,3.948512769,MCF7,E2,RSKR
125058,Bone.3,-4.34015486,MCF7,E2,TBC1D16
125893,Bone.4,3.382360758,MCF7,E2,ZNF816
126006,Bone.3,3.718620312,MCF7,E2,PCP2
126017,Bone.1,-3.624732886,MCF7,E2,ZNF813
126068,Bone.3,2.719052166,MCF7,E2,ZNF441
126231,Adrenal.2,-3.099069286,MCF7,E2,ZNF573
126375,Bone.3,3.784548929,MCF7,E2,ZNF792
128178,Bone.3,2.987450917,MCF7,E2,EDARADD
128229,Bone.4,4.80150921,MCF7,E2,TSACC
128240,Bone.4,3.311046846,MCF7,E2,NAXE
128344,Kidney.1,5.594911299,MCF7,E2,PIFO
128710,Bone.3,-4.411706992,MCF7,E2,SLX4IP
129303,Brain.1,4.28964729,ZR751,ED,TMEM150A
129881,Brain.1,3.402649182,ZR751,ED,CCDC173
129881,Adrenal.2,2.914303392,MCF7,E2,CCDC173
130074,Bone.4,-3.839981741,MCF7,E2,FAM168B
130271,Adrenal.1,-2.781344042,MCF7,E2,PLEKHH2
130367,Kidney.1,3.739411181,MCF7,E2,SGPP2
130367,Bone.4,4.125081731,MCF7,E2,SGPP2
130540,Kidney.1,3.317078389,MCF7,E2,FLACC1
130576,Bone.4,2.9395217,MCF7,E2,LYPD6B
131034,Adrenal.3,3.770039033,MCF7,E2,CPNE4
131873,Bone.6,-2.748509168,ZR751,ED,COL6A6
132014,Bone.3,3.835508498,MCF7,E2,IL17RE
132160,Brain.1,2.845543405,ZR751,ED,PPM1M
132203,Adrenal.2,2.883340779,MCF7,E2,SNTN
132203,Kidney.1,4.179934934,MCF7,E2,SNTN
132228,Kidney.1,4.952839265,MCF7,E2,LSMEM2
132430,Bone.1,-3.230316692,MCF7,E2,PABPC4L
132430,Brain.4,-4.757574113,MCF7,E2,PABPC4L
132430,Kidney.1,-3.918224652,MCF7,E2,PABPC4L
132660,Bone.2,2.878707447,MCF7,E2,LIN54
132671,Bone.4,3.341191937,MCF7,E2,SPATA18
132720,Brain.2,3.342608692,ZR751,ED,FAM241A
132789,Brain.3,2.726684708,ZR751,ED,GNPDA2
132989,Brain.3,3.833964543,ZR751,ED,C4orf36
133022,Brain.2,5.713743638,ZR751,ED,TRAM1L1
133383,Bone.3,2.68242879,MCF7,E2,SETD9
134145,Brain.2,3.155733894,ZR751,ED,ATPSCKMT
134492,Bone.3,-3.578446122,MCF7,E2,NUDCD2
134728,Brain.3,4.304594598,ZR751,ED,IRAK1BP1
135250,Bone.4,4.901561395,MCF7,E2,RAET1E
135398,Bone.3,-3.662112998,MCF7,E2,C6orf141
136051,Brain.1,3.385175907,ZR751,ED,ZNF786
136263,Brain.3,4.830359129,ZR751,ED,SSMEM1
136332,Bone.4,3.288697632,MCF7,E2,LRGUK
136853,Brain.3,2.914231301,ZR751,ED,SSC4D
136853,Bone.3,2.930933342,MCF7,E2,SSC4D
137695,Bone.2,3.185647704,MCF7,E2,TMEM68
137872,Kidney.1,3.570086484,MCF7,E2,ADHFE1
138065,Brain.1,4.099255829,ZR751,ED,RNF183
138241,Bone.4,3.799977524,MCF7,E2,C9orf85
138429,Bone.3,2.705143781,MCF7,E2,PIP5KL1
139065,Bone.1,-3.654321908,MCF7,E2,SLITRK4
139231,Brain.1,-2.696056371,ZR751,ED,FAM199X
139818,Bone.3,4.632842505,MCF7,E2,DOCK11
140545,Bone.3,-4.157296738,MCF7,E2,RNF32
140545,Brain.3,3.64977842,ZR751,ED,RNF32
140685,Brain.2,3.777968755,ZR751,ED,ZBTB46
140699,Brain.1,-4.07048212,ZR751,ED,MROH8
140711,Brain.3,3.353791605,ZR751,ED,TLDC2
140730,Brain.4,-2.740890205,MCF7,E2,RIMS4
140735,Bone.4,-3.676419064,MCF7,E2,DYNLL2
140876,Adrenal.3,3.084157932,MCF7,E2,RIPOR3
140885,Bone.2,6.620254463,MCF7,E2,SIRPA
140890,Brain.2,-4.832003984,ZR751,ED,SREK1
140901,Bone.3,-4.004558291,MCF7,E2,STK35
142940,Bone.2,4.075303885,MCF7,E2,TRUB1
143879,Bone.2,4.693513005,MCF7,E2,KBTBD3
144132,Brain.3,-3.438699822,ZR751,ED,DNHD1
144501,Brain.1,-2.74168546,ZR751,ED,KRT80
144501,Adrenal.3,-3.108579592,MCF7,E2,KRT80
144501,Adrenal.1,-2.651960094,MCF7,E2,KRT80
144535,Kidney.1,3.13674178,MCF7,E2,CFAP54
144568,Bone.6,-3.822522711,ZR751,ED,A2ML1
144699,Bone.4,4.141369942,MCF7,E2,FBXL14
144811,Brain.2,3.305383268,ZR751,ED,LACC1
144983,Bone.2,2.775588773,MCF7,E2,HNRNPA1L2
145258,Brain.3,4.593517513,ZR751,ED,GSC
145483,Bone.2,4.568943993,MCF7,E2,FAM161B
145837,Brain.3,4.198112951,ZR751,ED,DRAIC
145978,Adrenal.1,-3.772955933,MCF7,E2,LINC00052
145978,Adrenal.3,-2.851048274,MCF7,E2,LINC00052
146177,Bone.6,-3.222969263,ZR751,ED,VWA3A
146177,Bone.1,3.628365928,MCF7,E2,VWA3A
146177,Adrenal.2,4.17659705,MCF7,E2,VWA3A
146177,Adrenal.3,3.821608242,MCF7,E2,VWA3A
146177,Brain.4,3.196500724,MCF7,E2,VWA3A
146177,Adrenal.1,3.683689196,MCF7,E2,VWA3A
146198,Brain.3,-3.466882774,ZR751,ED,ZFP90
146691,Brain.3,-3.722025293,ZR751,ED,TOM1L2
146723,Bone.6,-3.293163563,ZR751,ED,C17orf77
146754,Adrenal.3,3.184361246,MCF7,E2,DNAH2
146754,Bone.6,-4.03871634,ZR751,ED,DNAH2
146754,Kidney.1,3.495825761,MCF7,E2,DNAH2
146754,Adrenal.2,2.756014529,MCF7,E2,DNAH2
147686,Bone.2,3.891799923,MCF7,E2,ZNF418
147807,Bone.1,3.659895584,MCF7,E2,ZNF524
147841,Bone.3,-3.08097763,MCF7,E2,SPC24
148189,Bone.3,3.718620312,MCF7,E2,LINC00662
148229,Brain.1,3.014786657,ZR751,ED,ATP8B3
148254,Bone.3,3.377159236,MCF7,E2,ZNF555
148327,Bone.1,-3.844591345,MCF7,E2,CREB3L4
148362,Bone.2,2.678796481,MCF7,E2,BROX
148362,Brain.2,-4.614108848,ZR751,ED,BROX
148713,Kidney.1,3.855223473,MCF7,E2,PTPRVP
148713,Adrenal.2,2.619044344,MCF7,E2,PTPRVP
148741,Adrenal.1,3.074550516,MCF7,E2,ANKRD35
148789,Brain.3,-4.604001002,ZR751,ED,B3GALNT2
149041,Brain.3,-3.289049771,ZR751,ED,RC3H1
149069,Brain.3,4.573085856,ZR751,ED,DCDC2B
149371,Brain.3,-4.098600167,ZR751,ED,EXOC8
149465,Kidney.1,3.866733204,MCF7,E2,CFAP57
149473,Kidney.1,3.654215737,MCF7,E2,CCDC24
150082,Kidney.1,2.857871417,MCF7,E2,LCA5L
151050,Bone.3,-3.288508748,MCF7,E2,KANSL1L
151174,Bone.5,7.289396422,MCF7,ED,LINC02610
151354,Brain.4,3.002715523,MCF7,E2,LRATD1
151477,Brain.1,4.388097301,ZR751,ED,LINC00471
151556,Bone.4,2.873018897,MCF7,E2,GPR155
151636,Bone.4,-2.967595788,MCF7,E2,DTX3L
151636,Brain.1,-3.117438661,ZR751,ED,DTX3L
152110,Adrenal.2,2.619044344,MCF7,E2,NEK10
152137,Brain.3,-3.838775605,ZR751,ED,CCDC50
152485,Brain.4,-3.339658551,MCF7,E2,ZNF827
152831,Brain.2,4.233925223,ZR751,ED,KLB
153396,Brain.3,3.329926545,ZR751,ED,TMEM161B
153527,Kidney.1,-4.0978325,MCF7,E2,ZMAT2
153572,Brain.3,4.673985028,ZR751,ED,IRX2
153643,Kidney.1,3.552277498,MCF7,E2,FAM81B
154075,Brain.3,3.475751408,ZR751,ED,SAMD3
154091,Bone.3,3.323789443,MCF7,E2,SLC2A12
154214,Brain.3,2.873464624,ZR751,ED,RNF217
154664,Adrenal.2,3.352171261,MCF7,E2,ABCA13
154761,Adrenal.1,3.042952442,MCF7,E2,
154796,Bone.4,3.02085072,MCF7,E2,AMOT
154865,Bone.3,3.157887655,MCF7,E2,IQUB
154907,Brain.3,4.154451553,ZR751,ED,C7orf66
155368,Bone.3,3.615159692,MCF7,E2,METTL27
157378,Kidney.1,-3.405852079,MCF7,E2,TMEM65
157506,Adrenal.1,2.729799626,MCF7,E2,RDH10
157570,Bone.3,2.556825246,MCF7,E2,ESCO2
158056,Brain.3,3.07904233,ZR751,ED,MAMDC4
158293,Bone.4,-4.167161223,MCF7,E2,FAM120AOS
158471,Brain.3,-6.352790554,ZR751,ED,PRUNE2
158471,Brain.4,-2.923792324,MCF7,E2,PRUNE2
159963,Brain.4,2.762846157,MCF7,E2,SLC5A12
160762,Bone.4,2.702210892,MCF7,E2,CCDC63
161142,Bone.1,3.221342586,MCF7,E2,FAM71D
161394,Bone.2,2.69551387,MCF7,E2,SAMD15
161497,Bone.1,3.312028611,MCF7,E2,STRC
161823,Bone.2,3.731026906,MCF7,E2,ADAL
161835,Bone.1,-3.958787749,MCF7,E2,FSIP1
161882,Brain.3,3.274764794,ZR751,ED,ZFPM1
162494,Brain.1,3.126338614,ZR751,ED,RHBDL3
162968,Brain.3,3.06381632,ZR751,ED,ZNF497
163183,Brain.1,2.826647405,ZR751,ED,SYNE4
163183,Brain.3,3.942941288,ZR751,ED,SYNE4
163183,Brain.2,4.81847989,ZR751,ED,SYNE4
163404,Bone.4,3.402801922,MCF7,E2,PLPPR5
163786,Bone.4,3.330719615,MCF7,E2,SASS6
164656,Kidney.1,4.398930032,MCF7,E2,TMPRSS6
166979,Bone.3,3.415050593,MCF7,E2,CDC20B
166979,Bone.1,-4.717977025,MCF7,E2,CDC20B
166979,Kidney.1,2.973451145,MCF7,E2,CDC20B
168667,Brain.4,-2.798771664,MCF7,E2,BMPER
169200,Bone.3,-4.976856824,MCF7,E2,TMEM64
169270,Bone.4,3.498077625,MCF7,E2,ZNF596
169611,Adrenal.1,-2.891781372,MCF7,E2,OLFML2A
169792,Adrenal.3,4.262285449,MCF7,E2,GLIS3
170082,Bone.4,4.445077489,MCF7,E2,TCEANC
171019,Brain.4,-3.669766368,MCF7,E2,ADAMTS19
171019,Bone.3,-3.979557107,MCF7,E2,ADAMTS19
171024,Bone.6,-3.343309224,ZR751,ED,SYNPO2
171024,Bone.3,-3.643718568,MCF7,E2,SYNPO2
171177,Brain.2,3.413897334,ZR751,ED,RHOV
171220,Brain.1,3.173968828,ZR751,ED,DSTNP2
171391,Brain.1,3.347618968,ZR751,ED,
171392,Kidney.1,-3.565353519,MCF7,E2,ZNF675
171425,Bone.3,2.981729087,MCF7,E2,CLYBL
192111,Bone.3,-4.588254243,MCF7,E2,PGAM5
195814,Bone.3,5.298883394,MCF7,E2,SDR16C5
195828,Brain.2,3.734042343,ZR751,ED,ZNF367
196294,Bone.2,4.684000099,MCF7,E2,IMMP1L
196472,Brain.3,3.731636294,ZR751,ED,FAM71C
196475,Kidney.1,2.542809645,MCF7,E2,RMST
196477,Bone.6,-2.902064628,ZR751,ED,CCER1
196500,Bone.6,-2.81477385,ZR751,ED,PIANP
197135,Kidney.1,3.654215737,MCF7,E2,PATL2
197187,Bone.2,4.753496878,MCF7,E2,SNAI3-AS1
197342,Bone.6,3.109794057,ZR751,ED,EME2
197358,Kidney.1,3.10342646,MCF7,E2,NLRC3
199221,Brain.3,2.982143854,ZR751,ED,DZIP1L
199692,Kidney.1,-3.70253684,MCF7,E2,ZNF627
199720,Bone.3,4.061080997,MCF7,E2,GGN
199745,Brain.1,3.146213643,ZR751,ED,THAP8
200162,Adrenal.2,3.209363001,MCF7,E2,SPAG17
200162,Kidney.1,4.784779227,MCF7,E2,SPAG17
200162,Bone.3,5.010127469,MCF7,E2,SPAG17
200765,Bone.4,3.573870564,MCF7,E2,TIGD1
200879,Bone.3,3.387606189,MCF7,E2,LIPH
200916,Brain.1,2.994327002,ZR751,ED,RPL22L1
200942,Kidney.1,3.317078389,MCF7,E2,KLHDC8B
201294,Adrenal.3,-2.956582123,MCF7,E2,UNC13D
201625,Adrenal.3,3.030449838,MCF7,E2,DNAH12
201625,Bone.4,4.365929349,MCF7,E2,DNAH12
201625,Kidney.1,5.254480196,MCF7,E2,DNAH12
201625,Adrenal.2,3.761635868,MCF7,E2,DNAH12
201853,Adrenal.3,3.27465557,MCF7,E2,LINC00504
202052,Adrenal.2,2.688334798,MCF7,E2,DNAJC18
202052,Adrenal.3,3.902099353,MCF7,E2,DNAJC18
202151,Brain.3,3.678575811,ZR751,ED,RANBP3L
202915,Kidney.1,-3.533012081,MCF7,E2,TMEM184A
203069,Brain.3,3.499471826,ZR751,ED,R3HCC1
203069,Bone.4,3.085706355,MCF7,E2,R3HCC1
203228,Bone.4,3.065325693,MCF7,E2,C9orf72
203286,Brain.2,3.149881475,ZR751,ED,ANKS6
204851,Bone.5,-3.394966884,MCF7,ED,HIPK1
219578,Brain.2,6.085844026,ZR751,ED,ZNF804B
219654,Bone.3,3.200469096,MCF7,E2,ZCCHC24
219670,Kidney.1,4.314021545,MCF7,E2,ENKUR
219681,Bone.3,3.869919468,MCF7,E2,ARMC3
219681,Adrenal.2,3.075653639,MCF7,E2,ARMC3
219736,Bone.3,3.645188002,MCF7,E2,STOX1
219844,Bone.3,3.335016392,MCF7,E2,HYLS1
219858,Bone.3,4.676280006,MCF7,E2,OR8B12
219858,Bone.4,5.063912565,MCF7,E2,OR8B12
220042,Bone.4,3.461332256,MCF7,E2,DDIAS
220042,Bone.3,2.594690131,MCF7,E2,DDIAS
220136,Brain.1,3.112687619,ZR751,ED,CFAP53
220441,Brain.4,3.01484236,MCF7,E2,RNF152
220930,Brain.3,3.833964543,ZR751,ED,ZEB1-AS1
220988,Bone.5,4.299452512,MCF7,ED,HNRNPA3
221143,Bone.3,2.824359916,MCF7,E2,EEF1AKMT1
221393,Adrenal.3,-3.404059756,MCF7,E2,ADGRF4
221442,Bone.5,5.961999592,MCF7,ED,ADCY10P1
221545,Bone.3,3.671528858,MCF7,E2,C6orf136
221656,Bone.1,-3.864855497,MCF7,E2,KDM1B
221927,Bone.3,-4.706374652,MCF7,E2,BRAT1
222166,Bone.3,3.108595216,MCF7,E2,MTURN
222171,Brain.1,-3.70255883,ZR751,ED,PRR15
222235,Brain.2,3.29739428,ZR751,ED,FBXL13
222236,Bone.4,2.577546944,MCF7,E2,NAPEPLD
222255,Brain.2,3.75272355,ZR751,ED,ATXN7L1
222256,Adrenal.2,3.818586664,MCF7,E2,CDHR3
222256,Kidney.1,3.508959863,MCF7,E2,CDHR3
222584,Brain.1,-3.577253213,ZR751,ED,FAM83B
222658,Bone.4,-3.632457258,MCF7,E2,KCTD20
223075,Adrenal.3,2.978613514,MCF7,E2,ITPRID1
223117,Brain.4,-3.614607191,MCF7,E2,SEMA3D
223117,Bone.4,-3.210570262,MCF7,E2,SEMA3D
246175,Bone.3,-2.775963041,MCF7,E2,CNOT6L
246184,Brain.2,4.822937348,ZR751,ED,CDC26
252839,Brain.2,2.768895607,ZR751,ED,TMEM9
252884,Brain.3,4.573085856,ZR751,ED,ZNF396
253039,Brain.2,4.141326462,ZR751,ED,CUTALP
253980,Bone.4,2.548804458,MCF7,E2,KCTD13
253982,Adrenal.1,3.044059098,MCF7,E2,ASPHD1
254394,Bone.3,-3.378513408,MCF7,E2,MCM9
254559,Bone.1,3.333448984,MCF7,E2,MIR9-3HG
254778,Adrenal.1,2.902455539,MCF7,E2,VXN
254778,Adrenal.3,3.292542918,MCF7,E2,VXN
255101,Adrenal.3,3.567181409,MCF7,E2,CFAP65
255104,Bone.3,2.987450917,MCF7,E2,TMCO4
255252,Bone.4,3.228403595,MCF7,E2,LRRC57
255762,Bone.3,2.701510025,MCF7,E2,PDZD9
256006,Bone.3,2.897115558,MCF7,E2,ANKRD31
256126,Brain.1,3.263572345,ZR751,ED,SYCE2
256764,Brain.4,4.016466722,MCF7,E2,WDR72
257106,Bone.1,2.986223387,MCF7,E2,ARHGAP30
257106,Adrenal.2,2.654643856,MCF7,E2,ARHGAP30
257144,Bone.2,4.836866826,MCF7,E2,GCSAM
257169,Adrenal.3,3.192367733,MCF7,E2,C9orf43
259173,Bone.2,3.950105998,MCF7,E2,ALS2CL
259173,Kidney.1,3.023226456,MCF7,E2,ALS2CL
282973,Brain.3,5.133264664,ZR751,ED,JAKMIP3
283120,Brain.4,3.044551782,MCF7,E2,H19
283120,Bone.3,-4.225300305,MCF7,E2,H19
283209,Bone.3,-4.887339282,MCF7,E2,PGM2L1
283237,Brain.3,3.05147213,ZR751,ED,TTC9C
283248,Bone.3,4.235125319,MCF7,E2,RCOR2
283248,Brain.3,3.690517066,ZR751,ED,RCOR2
283310,Bone.6,-2.908922038,ZR751,ED,OTOGL
283310,Adrenal.3,3.011690744,MCF7,E2,OTOGL
283316,Brain.4,2.923070479,MCF7,E2,CD163L1
283349,Brain.1,-3.108427761,ZR751,ED,RASSF3
283450,Brain.2,-2.804993914,ZR751,ED,HECTD4
283459,Bone.4,-4.291897961,MCF7,E2,GATC
283463,Brain.3,-3.045772255,ZR751,ED,MUC19
283463,Brain.2,-3.461106745,ZR751,ED,MUC19
283537,Brain.3,2.771875238,ZR751,ED,SLC46A3
283635,Brain.2,3.015962981,ZR751,ED,FAM177A1
283652,Bone.4,3.292622638,MCF7,E2,SLC24A5
283726,Adrenal.2,2.600824439,MCF7,E2,SAXO2
283820,Brain.2,-4.54196144,ZR751,ED,NOMO2
283989,Brain.1,-3.478760286,ZR751,ED,TSEN54
284001,Brain.3,-3.085585858,ZR751,ED,CCDC57
284071,Brain.2,4.917902732,ZR751,ED,MEIOC
284408,Bone.4,4.04261001,MCF7,E2,ZNF790-AS1
284443,Bone.3,2.568660729,MCF7,E2,ZNF493
284486,Bone.4,4.286803652,MCF7,E2,THEM5
284486,Bone.3,4.545613044,MCF7,E2,THEM5
284498,Brain.1,2.924213393,ZR751,ED,C1orf167
284541,Bone.4,4.067065061,MCF7,E2,CYP4A22
284757,Kidney.1,3.851219847,MCF7,E2,MIR646HG
284800,Brain.3,4.090595406,ZR751,ED,FAM182A
